#isbn,subtitle,author,copyright,publisher,genre,score,read,format,own,collection,loan,series,series_vol,comment,price,custom,custom2,custom3,custom4,custom5,custom6,customDate,customSwitch,link,tags,customFloat,customInt,pages,location,lcc,ddc,recordUUID,title
9781984813213,"","Alexandra Thompson",01-01-2020,"Penguin Young Readers Group","Juvenile Fiction / Cooking & Food",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",06-13-2023,0,"","",0.000000,0,40,"","","","C9489DC3-160C-4609-ADFE-A204B7362423","A Family for Louie"
9780316354493,"","Meena Harris",01-01-2023,"Little, Brown Books for Young Readers","",0.000000,,"book",0,"","","Ambitious Girl",2.000000,"",0.000000,"","","","","","",08-08-2023,0,"","",0.000000,0,40,"","","","4571A027-0AD8-40B7-B0AF-1F0DF0CC842D","A Is for Ambitious"
9781423652670,"","Greg Paprocki",01-01-2019,"Gibbs Smith, Publisher","",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-26-2022,0,"","",0.000000,0,32,"","","","F2167CE4-5A0B-48FE-8E0D-CA0908425FEB","A Is for America"
9781423644262,"","Greg Paprocki",01-01-2016,"Gibbs Smith","Juvenile Nonfiction / History / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-27-2022,0,"","",0.000000,0,32,"","","","C4233DA0-4500-4C31-B8D6-EAA1B593E83C","A Is for Atom"
9781761210211,"","Gabriel Evans",01-01-2023,"Little Hare Books","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-03-2023,0,"","",0.000000,0,32,"","","","D2FB9CEE-8E34-4F40-AAA6-16B576BECD47","A Job for Kingsley"
9781621644569,"","Sophie De Mullenheim",01-01-2021,"IGNATIUS Press","Juvenile Fiction / Religious / Christian / Action & Adventure",0.000000,,"book",0,"","","In the Shadows of Rome",2.000000,"",0.000000,"","","","","","",04-04-2023,0,"","",0.000000,0,224,"","","","ECC0B4DE-AC6C-4F28-B7D8-64D8581537A0","A Lion for the Emperor"
9781534487697,"","Chad Otis",01-01-2022,"Simon and Schuster","Juvenile Fiction / Transportation / Boats, Ships & Underwater Craft",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-21-2022,0,"","",0.000000,0,40,"","","","000E2157-4902-470B-96C2-5FC828D3D0C0","A Little Ferry Tale"
9781474924160,"","Helena Duggan",01-01-2017,"Usborne","",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",04-15-2023,0,"","",0.000000,0,368,"","","","E394574A-ACA7-47EE-9526-DB3C22008E6B","A Place Called Perfect"
9780823447053,"","Kate Albus",01-01-2021,"Holiday House","Juvenile Fiction / Historical / Military & Wars",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",06-08-2022,0,"","",0.000000,0,320,"New York","PZ7.1.A432","813/.6","36F22F7A-388C-4B81-9AA1-3C14A2751C01","A Place to Hang the Moon"
9780375868672,"","Geoffrey Hayes",01-01-2011,"Random House","Juvenile Fiction / Readers / Beginner",0.000000,,"book",0,"","","Step Into Reading. Step 4",0.000000,"",0.000000,"","","","","","",07-02-2022,0,"","",0.000000,0,47,"New York","PZ7.H31455","[E]","10CCF8C4-EE4D-4263-92D7-6804C3F0732B","A Poor Excuse for a Dragon"
9780064407663,"","Lemony Snicket",01-01-1999,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",1.000000,"",0.000000,"","","","","","",12-26-2022,0,"","",0.000000,0,176,"","","","2014959D-3BB4-4773-ACCC-3737C5A6ED10","A Series of Unfortunate Events #1: the Bad Beginning"
9780064410137,"","Lemony Snicket",01-01-2003,"HarperCollins","Juvenile Fiction / Family / Siblings",0.000000,,"book",0,"","","A Series of Unfortunate Events",10.000000,"",0.000000,"","","","","","",04-01-2023,0,"","",0.000000,0,352,"","","","AC438F36-9ED0-4754-BAC7-82793C38AB2E","A Series of Unfortunate Events #10: the Slippery Slope"
9780064410144,"","Lemony Snicket",01-01-2004,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",11.000000,"",0.000000,"","","","","","",03-17-2023,0,"","",0.000000,0,352,"","","","FCDC6D2E-1281-461B-8B91-F815B3B7221F","A Series of Unfortunate Events #11: the Grim Grotto"
9780064407670,"","Lemony Snicket",01-01-1999,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",2.000000,"",0.000000,"","","","","","",12-26-2022,0,"","",0.000000,0,208,"","","","24DCC1F0-2493-4762-B17E-C35389F7437D","A Series of Unfortunate Events #2: the Reptile Room"
9780064407687,"","Lemony Snicket",01-01-2000,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",3.000000,"",0.000000,"","","","","","",01-24-2023,0,"","",0.000000,0,224,"","","","9EA54FDF-ADB5-4FC5-BDE0-B3356D4D395D","A Series of Unfortunate Events #3: the Wide Window"
9780064407694,"","Lemony Snicket",01-01-2000,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",4.000000,"",0.000000,"","","","","","",02-01-2023,0,"","",0.000000,0,194,"","","","70CD9A47-46A8-45BB-A508-5BE60F33ACBE","A Series of Unfortunate Events #4: the Miserable Mill"
9780064408639,"","Lemony Snicket",01-01-2000,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",5.000000,"",0.000000,"","","","","","",01-29-2023,0,"","",0.000000,0,221,"","","","71C7BDA1-D829-4646-BFD0-0F0AFEF7F318","A Series of Unfortunate Events #5: the Austere Academy"
9780064408646,"","Lemony Snicket",01-01-2001,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",6.000000,"",0.000000,"","","","","","",03-29-2023,0,"","",0.000000,0,259,"","","","BE539DD1-A441-4013-BAEF-8251208B3159","A Series of Unfortunate Events #6: the Ersatz Elevator"
9780064408653,"","Lemony Snicket",01-01-2001,"HarperCollins","Juvenile Fiction / Family / Siblings",0.000000,,"book",0,"","","A Series of Unfortunate Events",7.000000,"",0.000000,"","","","","","",02-24-2023,0,"","",0.000000,0,272,"","","","DF09A8F7-9CBA-4F31-90A7-A8C62510FF35","A Series of Unfortunate Events #7: the Vile Village"
9780064408660,"","Lemony Snicket",01-01-2001,"HarperCollins","Juvenile Fiction / Family / Siblings",0.000000,,"book",0,"","","A Series of Unfortunate Events",8.000000,"",0.000000,"","","","","","",03-11-2023,0,"","",0.000000,0,272,"","","","58CCF55C-68AE-476E-A993-8FB5ACECA5D9","A Series of Unfortunate Events #8: the Hostile Hospital"
9780064410120,"","Lemony Snicket",01-01-2002,"HarperCollins","Juvenile Fiction / Mysteries & Detective Stories",0.000000,,"book",0,"","","A Series of Unfortunate Events",9.000000,"",0.000000,"","","","","","",03-17-2023,0,"","",0.000000,0,304,"","","","5DD9E056-BF02-4136-BDF8-B316EAC6A451","A Series of Unfortunate Events #9: the Carnivorous Carnival"
9781682633397,"","Anne Booth",01-01-2021,"Holiday House","Juvenile Fiction / Social Themes / Death, Grief, Bereavement",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-12-2022,0,"","",0.000000,0,40,"","","","838A8D55-94D2-4864-A283-B3FAC925C1F8","A Shelter for Sadness"
9781990555213,"","Jennifer Kropf",01-01-2022,"Winter Publishing House","",0.000000,,"book",0,"","","The Winter Souls",0.000000,"",0.000000,"","","","","","",02-14-2023,0,"","",0.000000,0,378,"","","","BAA5F634-D06E-4688-81A0-CB2052C3F38B","A Soul as Cold as Frost"
9780063136533,"","Pam Fong",01-01-2022,"HarperCollins Publishers","Juvenile Fiction / Social Themes / Self-Esteem & Self-Reliance",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",11-01-2022,0,"","",0.000000,0,32,"","","","85A943A0-9AD7-41A9-B0EB-3DBF07F2661D","A Spark in the Dark"
9781786031150,"","Angela McAllister; Alice Lindstrom",01-01-2018,"Lincoln Children's Books","Juvenile Fiction / Performing Arts / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-29-2022,0,"","",0.000000,0,128,"Minneapolis","","823.92","B5FF5DC2-7385-4EFA-839C-8C5850191890","A Stage Full of Shakespeare Stories"
9780735266742,"","Ben Clanton",01-01-2023,"Tundra","Juvenile Fiction / Animals / Marine Life",0.000000,,"book",0,"","","A Narwhal and Jelly Book",8.000000,"",0.000000,"","","","","","",08-09-2023,0,"","",0.000000,0,76,"","","","62E572D5-F3E7-43D2-95F7-91F8A5AAF072","A Super Scary Narwhalloween (A Narwhal and Jelly Book #8)"
9781459827639,"","Jessica Boyd",01-01-2022,"Orca Book Publishers","Juvenile Fiction / Ghost Stories",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",03-09-2023,0,"","",0.000000,0,32,"","","","983C3503-B0C2-490A-8B28-CD6DB6EEBC43","A Wee Boo"
9780312367541,"","Madeleine L'Engle; Anna Quindlen",01-01-1962,"Square Fish","",0.000000,,"",0,"","","Time Quintet",1.000000,"",0.000000,"","","","","","",12-23-2022,0,"","",0.000000,0,247,"","","","0EFD426C-94F0-44E0-A970-27F28B166460","A Wrinkle in Time (Time Quintet)"
9781847808684,"","Angela McAllister; Christopher Corr",01-01-2016,"Frances Lincoln Children's Books","Juvenile Fiction / Classics",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-29-2022,0,"","",0.000000,0,128,"New York","PZ8.M45724","398.2","8E5EBABA-E132-4D3B-8EC6-CE04F36729C7","A Year Full of Stories"
9780593123072,"","Patricia Hegarty; Summer Macon",01-01-2019,"Random House Children's Books","Juvenile Fiction / Social Themes / Values & Virtues",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",03-15-2022,0,"","",0.000000,0,22,"New York","PZ8.3.H3976","[E]","BE6A2325-8F91-4EBB-AFBC-5E51424879A4","Abcs of Kindness"
9781338715392,"","Maria Scrivan",01-01-2021,"Scholastic","Juvenile Fiction / Social Themes / Friendship",0.000000,,"book",0,"","","Nat Enough",3.000000,"",0.000000,"","","","","","",06-13-2023,0,"","",0.000000,0,240,"","","","C5009028-645C-457B-BBD9-BDCF83D09E0F","Absolutely Nat"
9780063062726,"","Lisa Greenwald",01-01-2023,"HarperCollins Publishers","Juvenile Fiction / Social Themes / Friendship",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-12-2023,0,"","",0.000000,0,272,"","","","D7106364-6071-483D-8D6B-FA5721309D83","Absolutely, Positively Natty"
9780140562255,"","Arthur Dorros; Elisa Kleven; Barbara Powderly",01-01-1991,"Lakeshore Learning Materials","",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",02-11-2022,0,"","",0.000000,0,43,"New York","PZ7.D7294","[E]","6033D147-939A-4EC3-A2A2-02DB81EB08CE","Abuela"
9781773216102,"","Leonarda Carranza; Rafael Mayani",01-01-2022,"Annick Press, Limited","Juvenile Fiction / Social Themes / Prejudice & Racism",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",06-26-2022,0,"","",0.000000,0,32,"Berkeley","PS8605.A7735","jC813/.6","847AB098-BB68-4795-9E32-AA96087EA6FB","Abuelita and Me"
9781481485982,"","Emily Calandrelli; Renée Kurilla; Tamson Weston",01-01-2017,"Simon and Schuster","Juvenile Fiction / Readers / Chapter Books",0.000000,,"book",0,"","","Ada Lace Adventure ;",1.000000,"",0.000000,"","","","","","",06-18-2022,0,"","",0.000000,0,128,"New York","PZ7.1.C28","[Fic]","CE367FD9-E212-48B6-94EE-17B5982076F0","Ada Lace, on the Case"
9781402763229,"","Charles Fuge; Vicki Churchill; Angela McAllister",01-01-2008,"Sterling Publishing Company, Inc.","Juvenile Fiction / Animals / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",01-23-2022,0,"","",0.000000,0,96,"New York","PZ7.F9512","[E]","1F5A04CC-E867-4357-94E4-078D86168768","Adventures of Little Wombat"
9781626726826,"","Dan Santat",01-01-2017,"Roaring Brook Press","Juvenile Fiction / Fairy Tales & Folklore / General",0.000000,,"book",0,"","","2X2 Reading List 2018",0.000000,"",0.000000,"","","","","","",02-21-2022,0,"","",0.000000,0,36,"New York, New York","PZ7.S23817","813/.6","DE285154-3D81-4D3E-BDAA-AB572274B598","After the Fall (How Humpty Dumpty Got Back up Again)"
9780062869173,"","Jacky Davis; David Soman",01-01-2020,"HarperCollinsPublishers","Juvenile Fiction / Mysteries & Detective Stories",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-01-2023,0,"","",0.000000,0,40,"","","","AAEC7293-1FBA-4D72-B944-AA5AFB6C90E4","Agent Lion"
9780735265493,"","Marthe Jocelyn",01-01-2020,"Tundra","Juvenile Fiction / Holidays & Celebrations / Christmas & Advent",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",11-10-2022,0,"","",0.000000,0,400,"","","","49EEE900-65EF-4937-A480-09C6A07EB2D4","Aggie Morton, Mystery Queen: Peril At Owl Park"
9780735265462,"","Marthe Jocelyn",01-01-2020,"Tundra","Juvenile Fiction / Law & Crime",0.000000,,"book",0,"","","Aggie Morton, Mystery Queen",1.000000,"",0.000000,"","","","","","",11-10-2022,0,"","",0.000000,0,336,"","","","0DAAB2AA-669E-482D-9947-C642C56BEF06","Aggie Morton, Mystery Queen: the Body Under the Piano"
9780735270817,"","Marthe Jocelyn",01-01-2021,"Tundra","Juvenile Fiction / Law & Crime",0.000000,,"book",0,"","","Aggie Morton, Mystery Queen",3.000000,"",0.000000,"","","","","","",07-08-2023,0,"","",0.000000,0,368,"","","","28186735-E8D6-4B5F-99FF-5EF76B9BD08F","Aggie Morton, Mystery Queen: the Dead Man in the Garden"
9780735270824,"","Marthe Jocelyn",01-01-2022,"Tundra","Juvenile Fiction / Law & Crime",0.000000,,"book",0,"","","Aggie Morton, Mystery Queen",4.000000,"",0.000000,"","","","","","",07-15-2023,0,"","",0.000000,0,368,"","","","791C3298-023F-4A40-B18B-D288A0171CF8","Aggie Morton, Mystery Queen: the Seaside Corpse"
9780063083899,"","Susan Hood; Greg Dawson",01-01-2022,"HarperCollinsPublishers","JUVENILE NONFICTION / Poetry / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",09-07-2023,0,"","",0.000000,0,352,"","","","F56DAFAE-8473-4979-BE62-A6F00BC85181","Alias Anna"
9780735269293,"","Rachelle Delaney",01-01-2021,"PRH Canada Young Readers","Juvenile Fiction / Cooking & Food",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-02-2022,0,"","",0.000000,0,256,"[Toronto, Ontario]","PZ7.D37324","jC813/.6","1E5FB270-9ADA-4DDD-974A-AF9088E5D5C8","Alice Fleck's Recipes for Disaster"
9781423624776,"","Jennifer Adams; Lewis Carroll; Alison Oliver",01-01-2012,"Gibbs Smith","Juvenile Fiction / Concepts / Colors",0.000000,,"book",0,"","","Little Master Carroll",0.000000,"",0.000000,"","","","","","",03-03-2022,0,"","",0.000000,0,20,"Layton, Utah","QC495.5","813.6","11E220E8-EA24-4C63-B24D-7EC423D2F5BA","Alice in Wonderland"
9781840227802,"","Lewis Carroll; L. CARROLL",01-01-2018,"Wordsworth Editions, Limited","",0.000000,,"book",0,"","","Collector's Editions",0.000000,"",0.000000,"","","","","","",07-28-2022,0,"","",0.000000,0,160,"Ware","","823.8","C304C71B-E810-4375-AB3F-6021E72CC9E4","Alice in Wonderland"
9781534476974,"","Susin Nielsen-Fernlund; Vivian Mineker; Susin Nielsen",01-01-2022,"Simon and Schuster","Juvenile Fiction / Social Themes / Friendship",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",05-15-2022,0,"","",0.000000,0,40,"New York","PZ7.N568435","[E]","42B0314B-1587-4834-9E9C-8B60F79DF48E","All Cats Welcome"
9781338568905,"","Megan Wagner Lloyd",01-01-2021,"Scholastic","Juvenile Fiction / Health & Daily Living / Diseases, Illnesses & Injuries",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-24-2023,0,"","",0.000000,0,240,"","","","FBD0C69D-FC17-4807-873B-85B284C642AC","Allergic"
9781534467569,"","Megan E. Freeman",01-01-2021,"Simon and Schuster","Juvenile Fiction / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-12-2023,0,"","",0.000000,0,416,"","","","83DD727C-7128-45CA-A1BE-D01DC1B724A1","Alone"
9780062658395,"","Herman Parish; Lynne Avril",01-01-2017,"HarperCollins","Juvenile Fiction / Humorous Stories",0.000000,,"book",0,"","","Amelia Bedelia ;",11.000000,"",0.000000,"","","","","","",06-18-2022,0,"","",0.000000,0,160,"New York, NY","PZ7.P2185","[Fic]","3F4F7EAF-9FBD-43FF-9008-03A71849C26A","Amelia Bedelia Chapter Book #11: Amelia Bedelia Makes a Splash"
9780062334244,"","Herman Parish; Lynne Avril",01-01-2015,"HarperCollins","Juvenile Fiction / Family / General",0.000000,,"book",0,"","","I Can Read Books ;",1.000000,"",0.000000,"","","","","","",07-02-2022,0,"","",0.000000,0,32,"New York, NY","PZ7.P2185","[E]","E23B4305-9396-4C8D-BA98-56B2ACC6EBB9","Amelia Bedelia Is for the Birds"
9780823449088,"","Patricia Reilly Giff; Abby Carter",01-01-2020,"Holiday House","Juvenile Fiction / Animals / Zoos",0.000000,,"book",0,"","","Mysteries on Zoo Lane ;",2.000000,"",0.000000,"","","","","","",07-21-2022,0,"","",0.000000,0,128,"New York","PZ7.G3626","[Fic]","2896A61B-A8B3-4B3F-B774-53E973CCDBC8","Animal At Large"
9781503946644,"","Maureen Wright; Anna Chernyshova",01-01-2017,"Two Lions","Juvenile Fiction / Imagination & Play",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-21-2022,0,"","",0.000000,0,32,"New York","PZ7.W9574","[E]","5D9BCDE6-E239-4543-A38C-4418C04CC16E","Anna and the Tooth Fairy"
9781946260574,"","Alex Fabrizio; L.M. Montgomery; Greg Paprocki",01-01-2021,"Starry Forest Books, Incorporated","",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",08-22-2022,0,"","",0.000000,0,24,"","","","68A8BE4C-6FB4-46B2-924A-91E0A9BC53EE","Anne of Green Gables"
9780735267206,"","Kallie George",01-01-2021,"Tundra","Juvenile Fiction / Family / Orphans & Foster Homes",0.000000,,"book",0,"","","An Anne Chapter Book",0.000000,"",0.000000,"","","","","","",10-31-2023,0,"","",0.000000,0,72,"","","","926EDBB6-A0DC-4C79-9448-56035C4EB867","Anne's School Days"
9780735263949,"","Vikki VanSickle; Anna Pirolli",01-01-2021,"Tundra","Juvenile Fiction / Lifestyles / City & Town Life",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-27-2022,0,"","",0.000000,0,40,"[Toronto]","PZ7.1.V3895","jC813/.6","15D4A4A2-489E-4B28-B177-A2C5BEACEE2D","Anonymouse"
9781443460941,"","Kevin Sylvester",01-01-2022,"HarperCollins Canada, Limited","Juvenile Fiction / Imagination & Play",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",10-31-2023,0,"","",0.000000,0,256,"","","","B1EF9281-F431-460B-BD0F-C4529F7F902A","Apartment 713"
9788423682065,"","Ramon Besora; Francesc Rovira",01-01-2006,"Edebé","Juvenile Fiction / Concepts / Alphabet",0.000000,,"book",0,"","","Albumes Ilustrados",0.000000,"",0.000000,"","","","","","",01-23-2022,0,"","",0.000000,0,64,"Barcelona","PC4153","461/.1","4A2448B5-958D-48C6-9CAE-0B779C8BB091","Aprende El Abcdario Con El Ratoncillo Sabio"
9780063003941,"","Monica Arnaldo",01-01-2021,"HarperCollins Publishers","Juvenile Fiction / Social Themes / Friendship",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",01-24-2022,0,"","",0.000000,0,40,"New York, NY","PZ7.A733964","813.6","C153047A-96D0-42DB-A330-1A2BEABA7FB5","Are You a Cheeseburger?"
9780811858342,"","Karen Paik",01-01-2007,"Chronicle Books","Performing Arts / Animation",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",02-19-2022,0,"","",0.000000,0,159,"San Francisco, Calif.","NC1766.U53","791.43/72","77368A79-59FB-4086-A65E-4BD4D3041186","Art of Ratatouille"
9780316381307,"","Svetlana Chmakova",01-01-2015,"Yen Press","Juvenile Fiction / Comics & Graphic Novels / General",0.000000,,"book",0,"","","Berrybrook Middle School",1.000000,"",0.000000,"","","","","","",07-30-2023,0,"","",0.000000,0,224,"","","","046E92A6-C39E-4DD2-BE76-4D6B7D701278","Awkward"
9781423658290,"","Greg Paprocki",01-01-2021,"Gibbs Smith","Juvenile Nonfiction / People & Places / United States / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",01-24-2023,0,"","",0.000000,0,32,"","","","713BB2C7-C179-49D1-B86C-5F8D5A73092D","B Is for Bison"
9781423647805,"","Greg Paprocki",01-01-2017,"Gibbs Smith","Juvenile Nonfiction / Holidays & Celebrations / Halloween",0.000000,,"book",0,"","","A Babylit Book",0.000000,"",0.000000,"","","","","","",07-28-2022,0,"","",0.000000,0,32,"Layton, Utah","PZ7.1.P3577","[E]","4A8663C3-0E9C-4F8D-B413-B3B426489C3C","B Is for Boo"
9781419731648,"","Tom Angleberger",01-01-2019,"Harry N. Abrams","Juvenile Nonfiction / Humor / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-30-2023,0,"","",0.000000,0,40,"","","","7CFD0ED0-0B7C-4AF5-A8A0-F2724E33AFCA","Bach to the Rescue!!!"
9781481464055,"","Eve Titus",01-01-2016,"Simon and Schuster","Juvenile Fiction / Fantasy & Magic",0.000000,,"book",0,"","","",2.000000,"",0.000000,"","","","","","",07-10-2023,0,"","",0.000000,0,112,"","","","6C97F59B-A09F-4156-862A-009C5B609997","Basil and the Cave of Cats"
9781481464086,"","Eve Titus",01-01-2016,"Simon and Schuster","Juvenile Fiction / Fantasy & Magic",0.000000,,"book",0,"","","",3.000000,"",0.000000,"","","","","","",07-15-2023,0,"","",0.000000,0,112,"","","","D9E7D678-12AB-4D33-A7DA-63B3ED137F55","Basil in Mexico"
9781481464116,"","Eve Titus",01-01-2017,"Simon and Schuster","Juvenile Fiction / Fantasy & Magic",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-27-2023,0,"","",0.000000,0,112,"","","","49CD881C-FF97-4FB8-9C3B-9B9DA3084319","Basil in the Wild West"
9781481464024,"","Eve Titus",01-01-2016,"Simon and Schuster","Juvenile Fiction / Fantasy & Magic",0.000000,,"book",0,"","","Basil of Baker Street",1.000000,"",0.000000,"","","","","","",07-03-2023,0,"","",0.000000,0,112,"","","","B22A1FC0-3E9C-4297-A2D9-8D6BCA652F62","Basil of Baker Street"
9781665903820,"","Jack Meggitt-Phillips",01-01-2023,"Simon and Schuster","Juvenile Fiction / Social Themes / Friendship",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",03-01-2023,0,"","",0.000000,0,272,"","","","B4E7FEA3-B9F1-4362-924E-DDB934C211BA","Battle of the Beast"
9781471164613,"","Simon Philip; Kate Hindley",01-01-2019,"Simon & Schuster, Limited","",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",01-24-2022,0,"","",0.000000,0,32,"London","","823.92","2B0B66EF-D061-4204-B8FA-240C7F6D62F4","Be More Bernard"
9781626724457,"","Vera Brosgol",01-01-2018,"First Second","Juvenile Fiction / Social Themes / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",07-24-2023,0,"","",0.000000,0,244,"","","","2E49C398-3D4A-42D3-A7C9-6ADDD71C4859","Be Prepared"
9781416949589,"","Karma Wilson; Suzanne Watts",01-01-2007,"Margaret K. McElderry Books","Juvenile Fiction / General",0.000000,,"book",0,"","","",0.000000,"",0.000000,"","","","","","",01-23-2022,0,"","",0.000000,0,32,"New York","PS3623.I5854","811/.6","6BAA8107-C1B7-41CC-B565-420024BBC6F9","Bear Hugs"
